(, 'Madrid ' ,",", 'Spain ' ,),"(  'Madrid '  ,  'Spain '  ),",,,,
(, 'Sri Jayawardenapura Kotte ' ,",", 'Sri Lanka ' ,),"(  'Sri Jayawardenapura Kotte '  ,  'Sri Lanka '  ),",,,,
(, 'Khartoum ' ,",", 'Sudan ' ,),"(  'Khartoum '  ,  'Sudan '  ),",,,,
(, 'Paramaribo ' ,",", 'Suriname ' ,),"(  'Paramaribo '  ,  'Suriname '  ),",,,,
(, 'Mbabane ' ,",", 'Swaziland ' ,),"(  'Mbabane '  ,  'Swaziland '  ),",,,,
(, 'Stockholm ' ,",", 'Sweden ' ,),"(  'Stockholm '  ,  'Sweden '  ),",,,,
(, 'Bern ' ,",", 'Switzerland ' ,),"(  'Bern '  ,  'Switzerland '  ),",,,,
(, 'Damascus ' ,",", 'Syria ' ,),"(  'Damascus '  ,  'Syria '  ),",,,,
(, 'São Tomé ' ,",", 'São Tomé and Príncipe ' ,),"(  'São Tomé '  ,  'São Tomé and Príncipe '  ),",,,,
(, 'Dushanbe ' ,",", 'Tajikistan ' ,),"(  'Dushanbe '  ,  'Tajikistan '  ),",,,,
(, 'Dodoma ' ,",", 'Tanzania ' ,),"(  'Dodoma '  ,  'Tanzania '  ),",,,,
(, 'Bangkok ' ,",", 'Thailand ' ,),"(  'Bangkok '  ,  'Thailand '  ),",,,,
(, 'Lomé ' ,",", 'Togo ' ,),"(  'Lomé '  ,  'Togo '  ),",,,,
(,  'Nukuʻalofa ' ,",", 'Tonga ',),"(   'Nukuʻalofa '  ,  'Tonga ' ),",,,,
(, 'Tiraspol ' ,",", 'Transnistria ' ,),"(  'Tiraspol '  ,  'Transnistria '  ),",,,,
(, 'Port of Spain ' ,",", 'Trinidad and Tobago ' ,),"(  'Port of Spain '  ,  'Trinidad and Tobago '  ),",,,,
(, 'Edinburgh of the Seven Seas ' ,",", 'Tristan da Cunha ' ,),"(  'Edinburgh of the Seven Seas '  ,  'Tristan da Cunha '  ),",,,,
(, 'Tunis ' ,",", 'Tunisia ' ,),"(  'Tunis '  ,  'Tunisia '  ),",,,,
(, 'Ankara ' ,",", 'Turkey ' ,),"(  'Ankara '  ,  'Turkey '  ),",,,,
(,  'Ashgabat ' ,",", 'Turkmenistan ',),"(   'Ashgabat '  ,  'Turkmenistan ' ),",,,,
(,  'Cockburn Town ' ,",", 'Turks and Caicos Islands ',),"(   'Cockburn Town '  ,  'Turks and Caicos Islands ' ),",,,,
(, 'Funafuti ' ,",", 'Tuvalu ' ,),"(  'Funafuti '  ,  'Tuvalu '  ),",,,,
(, 'Kampala ' ,",", 'Uganda ' ,),"(  'Kampala '  ,  'Uganda '  ),",,,,
(, 'Kiev ' ,",", 'Ukraine ' ,),"(  'Kiev '  ,  'Ukraine '  ),",,,,
(, 'Abu Dhabi ' ,",", 'United Arab Emirates ' ,),"(  'Abu Dhabi '  ,  'United Arab Emirates '  ),",,,,
(,  'London ' ,",", 'United Kingdom ',),"(   'London '  ,  'United Kingdom ' ),",,,,
(,  'Washington  D.C. ' ,",", 'United States ',),"(   'Washington  D.C. '  ,  'United States ' ),",,,,
(, 'Charlotte Amalie ',",", 'United States Virgin Islands '  ,),"(  'Charlotte Amalie ' ,  'United States Virgin Islands '   ),",,,,
(, 'Montevideo ' ,",", 'Uruguay ' ,),"(  'Montevideo '  ,  'Uruguay '  ),",,,,
(, 'Tashkent ' ,",", 'Uzbekistan ' ,),"(  'Tashkent '  ,  'Uzbekistan '  ),",,,,
(, 'Port Vila ',",", 'Vanuatu '  ,),"(  'Port Vila ' ,  'Vanuatu '   ),",,,,
(, 'Vatican City ' ,",", 'Vatican City ' ,),"(  'Vatican City '  ,  'Vatican City '  ),",,,,
(,  'Caracas ' ,",", 'Venezuela ',),"(   'Caracas '  ,  'Venezuela ' ),",,,,
(,  'Hanoi ' ,",", 'Vietnam ',),"(   'Hanoi '  ,  'Vietnam ' ),",,,,
(,  'Cardiff ' ,",", 'Wales ',),"(   'Cardiff '  ,  'Wales ' ),",,,,
(, 'Mata-Utu ',",", 'Wallis and Futuna '  ,),"(  'Mata-Utu ' ,  'Wallis and Futuna '   ),",,,,
(, 'El Aaiún ',",", 'Western Sahara '  ,),"(  'El Aaiún ' ,  'Western Sahara '   ),",,,,
(, 'Sanaá '  ,",", 'Yemen ' ,),"(  'Sanaá '   ,  'Yemen '  ),",,,,
(, 'Lusaka ' ,",", 'Zambia ' ,),"(  'Lusaka '  ,  'Zambia '  ),",,,,
(, 'Harare ' ,",", 'Zimbabwe ' ,),"(  'Harare '  ,  'Zimbabwe '  ),",,,,
