(,  'Sukhumi ',",", 'Abkhazia ',),"(   'Sukhumi ' ,  'Abkhazia ' ),",,,,","
(, 'Kabul',",",Afghanistan',),"(  'Kabul' , Afghanistan' ),",,,,
(, 'Episkopi Cantonment ',",", 'Akrotiri and Dhekelia ',),"(  'Episkopi Cantonment ' ,  'Akrotiri and Dhekelia ' ),",,,,
(, 'Tirana ',",", 'Albania ',),"(  'Tirana ' ,  'Albania ' ),",,,,
(, 'Algiers ',",", 'Algeria ',),"(  'Algiers ' ,  'Algeria ' ),",,,,
(, 'Pago Pago ',",", 'American Samoa ',),"(  'Pago Pago ' ,  'American Samoa ' ),",,,,
(, 'Andorra la Vella ',",", 'Andorra ',),"(  'Andorra la Vella ' ,  'Andorra ' ),",,,,
(, 'Luanda ',",", 'Angola ',),"(  'Luanda ' ,  'Angola ' ),",,,,
(, 'The Valley ',",", 'Anguilla ',),"(  'The Valley ' ,  'Anguilla ' ),",,,,
(, 'St. John's ',",", 'Antigua and Barbuda ',),"(  'St. John's ' ,  'Antigua and Barbuda ' ),",,,,
(, 'Buenos Aires ',",", 'Argentina ',),"(  'Buenos Aires ' ,  'Argentina ' ),",,,,
(, 'Yerevan ',",", 'Armenia ',),"(  'Yerevan ' ,  'Armenia ' ),",,,,
(, 'Oranjestad ',",", 'Aruba ',),"(  'Oranjestad ' ,  'Aruba ' ),",,,,
(, 'Georgetown ',",", 'Ascension Island ',),"(  'Georgetown ' ,  'Ascension Island ' ),",,,,
(, 'Canberra ',",", 'Australia ',),"(  'Canberra ' ,  'Australia ' ),",,,,
(, 'Vienna ',",", 'Austria ',),"(  'Vienna ' ,  'Austria ' ),",,,,
(, 'Baku ',",", 'Azerbaijan ',),"(  'Baku ' ,  'Azerbaijan ' ),",,,,
(, 'Nassau ',",", 'Bahamas ',),"(  'Nassau ' ,  'Bahamas ' ),",,,,
(, 'Manama ',",", 'Bahrain ',),"(  'Manama ' ,  'Bahrain ' ),",,,,
(, 'Dhaka ',",", 'Bangladesh ',),"(  'Dhaka ' ,  'Bangladesh ' ),",,,,
(, 'Bridgetown ',",", 'Barbados ',),"(  'Bridgetown ' ,  'Barbados ' ),",,,,
(, 'Minsk ',",", 'Belarus ' ,),"(  'Minsk ' ,  'Belarus '  ),",,,,
(,  'Brussels ' ,",", 'Belgium ',),"(   'Brussels '  ,  'Belgium ' ),",,,,
(,  'Belmopan ' ,",", 'Belize ',),"(   'Belmopan '  ,  'Belize ' ),",,,,
(, 'Porto-Novo ' ,",", 'Benin ' ,),"(  'Porto-Novo '  ,  'Benin '  ),",,,,
(,  'Hamilton ' ,",", 'Bermuda ',),"(   'Hamilton '  ,  'Bermuda ' ),",,,,
(, 'Thimphu ' ,",", 'Bhutan ' ,),"(  'Thimphu '  ,  'Bhutan '  ),",,,,
(, 'Sucre ' ,",", 'Bolivia ' ,),"(  'Sucre '  ,  'Bolivia '  ),",,,,
(,  'La Paz ' ,",", 'Bolivia ',),"(   'La Paz '  ,  'Bolivia ' ),",,,,
(, 'Sarajevo ' ,",", 'Bosnia and Herzegovina ' ,),"(  'Sarajevo '  ,  'Bosnia and Herzegovina '  ),",,,,
(, 'Gaborone ' ,",", 'Botswana ' ,),"(  'Gaborone '  ,  'Botswana '  ),",,,,
(, 'Brasília ' ,",", 'Brazil ' ,),"(  'Brasília '  ,  'Brazil '  ),",,,,
(,  'Road Town ',",", 'British Virgin Islands ' ,),"(   'Road Town ' ,  'British Virgin Islands '  ),",,,,
(, 'Bandar Seri Begawan ' ,",", 'Brunei ' ,),"(  'Bandar Seri Begawan '  ,  'Brunei '  ),",,,,
(, 'Sofia ' ,",", 'Bulgaria ' ,),"(  'Sofia '  ,  'Bulgaria '  ),",,,,
(,  'Ouagadougou ' ,",", 'Burkina Faso ',),"(   'Ouagadougou '  ,  'Burkina Faso ' ),",,,,
(, 'Bujumbura ' ,",", 'Burundi ' ,),"(  'Bujumbura '  ,  'Burundi '  ),",,,,
(, 'Phnom Penh ' ,",", 'Cambodia ' ,),"(  'Phnom Penh '  ,  'Cambodia '  ),",,,,
(, 'Yaoundé ' ,",", 'Cameroon ' ,),"(  'Yaoundé '  ,  'Cameroon '  ),",,,,
(,  'Ottawa ' ,",", 'Canada ',),"(   'Ottawa '  ,  'Canada ' ),",,,,
(, 'Praia ',",", 'Cape Verde '  ,),"(  'Praia ' ,  'Cape Verde '   ),",,,,
(, 'George Town ' ,",", 'Cayman Islands ' ,),"(  'George Town '  ,  'Cayman Islands '  ),",,,,
(, 'Bangui ' ,",", 'Central African Republic ' ,),"(  'Bangui '  ,  'Central African Republic '  ),",,,,
(, 'N'Djamena ' ,",", 'Chad ' ,),"(  'N'Djamena '  ,  'Chad '  ),",,,,
(, 'Santiago ' ,",", 'Chile ' ,),"(  'Santiago '  ,  'Chile '  ),",,,,
(, 'Beijing ' ,",", 'China ' ,),"(  'Beijing '  ,  'China '  ),",,,,
(, 'Flying Fish Cove ',",", 'Christmas Island '  ,),"(  'Flying Fish Cove ' ,  'Christmas Island '   ),",,,,
(,  'West Island ' ,",", 'Cocos (Keeling) Islands ',),"(   'West Island '  ,  'Cocos (Keeling) Islands ' ),",,,,
(,  'Bogotá ' ,",", 'Colombia ',),"(   'Bogotá '  ,  'Colombia ' ),",,,,
(, 'Moroni ' ,",", 'Comoros ' ,),"(  'Moroni '  ,  'Comoros '  ),",,,,
(,  'Avarua ' ,",", 'Cook Islands ',),"(   'Avarua '  ,  'Cook Islands ' ),",,,,
(, 'San José ' ,",", 'Costa Rica ' ,),"(  'San José '  ,  'Costa Rica '  ),",,,,
(, 'Zagreb ' ,",", 'Croatia ' ,),"(  'Zagreb '  ,  'Croatia '  ),",,,,
(, 'Havana ' ,",", 'Cuba ' ,),"(  'Havana '  ,  'Cuba '  ),",,,,
(, 'Willemstad ' ,",", 'Curaçao ' ,),"(  'Willemstad '  ,  'Curaçao '  ),",,,,
(,  'Nicosia ' ,",", 'Cyprus ',),"(   'Nicosia '  ,  'Cyprus ' ),",,,,
(,  'Prague ' ,",", 'Czech Republic ',),"(   'Prague '  ,  'Czech Republic ' ),",,,,
(, 'Yamoussoukro ' ,",", 'Côte d'Ivoire ' ,),"(  'Yamoussoukro '  ,  'Côte d'Ivoire '  ),",,,,
(, 'Kinshasa ' ,",", 'Democratic Republic of the Congo ' ,),"(  'Kinshasa '  ,  'Democratic Republic of the Congo '  ),",,,,
(, 'Copenhagen ',",", 'Denmark '  ,),"(  'Copenhagen ' ,  'Denmark '   ),",,,,
(, 'Djibouti ' ,",", 'Djibouti ' ,),"(  'Djibouti '  ,  'Djibouti '  ),",,,,
(,  'Roseau ' ,",", 'Dominica ',),"(   'Roseau '  ,  'Dominica ' ),",,,,
(,  'Santo Domingo ' ,",", 'Dominican Republic ',),"(   'Santo Domingo '  ,  'Dominican Republic ' ),",,,,
(, 'Dili ' ,",", 'East Timor (Timor-Leste) ' ,),"(  'Dili '  ,  'East Timor (Timor-Leste) '  ),",,,,
(, 'Hanga Roa ' ,",", 'Easter Island ' ,),"(  'Hanga Roa '  ,  'Easter Island '  ),",,,,
(, 'Quito ' ,",", 'Ecuador ' ,),"(  'Quito '  ,  'Ecuador '  ),",,,,
(, 'Cairo ' ,",", 'Egypt ' ,),"(  'Cairo '  ,  'Egypt '  ),",,,,
(,  'San Salvador ' ,",", 'El Salvador ',),"(   'San Salvador '  ,  'El Salvador ' ),",,,,
(, 'Malabo ' ,",", 'Equatorial Guinea ' ,),"(  'Malabo '  ,  'Equatorial Guinea '  ),",,,,
(,  'Asmara ' ,",", 'Eritrea ',),"(   'Asmara '  ,  'Eritrea ' ),",,,,
(, 'Tallinn ' ,",", 'Estonia ' ,),"(  'Tallinn '  ,  'Estonia '  ),",,,,
(, 'Addis Ababa ' ,",", 'Ethiopia ' ,),"(  'Addis Ababa '  ,  'Ethiopia '  ),",,,,
(, 'Stanley ' ,",", 'Falkland Islands ' ,),"(  'Stanley '  ,  'Falkland Islands '  ),",,,,
(, 'Tórshavn ' ,",", 'Faroe Islands ' ,),"(  'Tórshavn '  ,  'Faroe Islands '  ),",,,,
(,  'Palikir ' ,",", 'Federated States of Micronesia ',),"(   'Palikir '  ,  'Federated States of Micronesia ' ),",,,,
(,  'Suva ' ,",", 'Fiji ',),"(   'Suva '  ,  'Fiji ' ),",,,,
(,  'Helsinki ' ,",", 'Finland ',),"(   'Helsinki '  ,  'Finland ' ),",,,,
(,  'Paris ' ,",", 'France ',),"(   'Paris '  ,  'France ' ),",,,,
(, 'Cayenne ' ,",", 'French Guiana ' ,),"(  'Cayenne '  ,  'French Guiana '  ),",,,,
(, 'Papeete ' ,",", 'French Polynesia ' ,),"(  'Papeete '  ,  'French Polynesia '  ),",,,,
(, 'Libreville ' ,",", 'Gabon ' ,),"(  'Libreville '  ,  'Gabon '  ),",,,,
(, 'Banjul ',",", 'Gambia '  ,),"(  'Banjul ' ,  'Gambia '   ),",,,,
(,  'Tbilisi ' ,",", 'Georgia ',),"(   'Tbilisi '  ,  'Georgia ' ),",,,,
(, 'Berlin ' ,",", 'Germany ' ,),"(  'Berlin '  ,  'Germany '  ),",,,,
(, 'Accra ' ,",", 'Ghana ' ,),"(  'Accra '  ,  'Ghana '  ),",,,,
(, 'Gibraltar ' ,",", 'Gibraltar ' ,),"(  'Gibraltar '  ,  'Gibraltar '  ),",,,,
(, 'Athens ' ,",", 'Greece ' ,),"(  'Athens '  ,  'Greece '  ),",,,,
(,  'Nuuk ',",", 'Greenland ' ,),"(   'Nuuk ' ,  'Greenland '  ),",,,,
(,  'St. George's ' ,",", 'Grenada ',),"(   'St. George's '  ,  'Grenada ' ),",,,,
(,  'Hagåtña ' ,",", 'Guam ',),"(   'Hagåtña '  ,  'Guam ' ),",,,,
(, 'Guatemala City ',",", 'Guatemala '  ,),"(  'Guatemala City ' ,  'Guatemala '   ),",,,,
(, 'St. Peter Port ' ,",", 'Guernsey ' ,),"(  'St. Peter Port '  ,  'Guernsey '  ),",,,,
(, 'Conakry ' ,",", 'Guinea ' ,),"(  'Conakry '  ,  'Guinea '  ),",,,,
(, 'Bissau ' ,",", 'Guinea-Bissau ' ,),"(  'Bissau '  ,  'Guinea-Bissau '  ),",,,,
(, 'Georgetown ' ,",", 'Guyana ' ,),"(  'Georgetown '  ,  'Guyana '  ),",,,,
(, 'Port-au-Prince ' ,",", 'Haiti ' ,),"(  'Port-au-Prince '  ,  'Haiti '  ),",,,,
(, 'Tegucigalpa ' ,",", 'Honduras ' ,),"(  'Tegucigalpa '  ,  'Honduras '  ),",,,,
(, 'Budapest ' ,",", 'Hungary ' ,),"(  'Budapest '  ,  'Hungary '  ),",,,,
(, 'Reykjavík ',",", 'Iceland '  ,),"(  'Reykjavík ' ,  'Iceland '   ),",,,,
(,  'New Delhi ' ,",", 'India ',),"(   'New Delhi '  ,  'India ' ),",,,,
(, 'Jakarta ' ,",", 'Indonesia ' ,),"(  'Jakarta '  ,  'Indonesia '  ),",,,,
(, 'Tehran ' ,",", 'Iran ' ,),"(  'Tehran '  ,  'Iran '  ),",,,,
(, 'Baghdad ' ,",", 'Iraq ' ,),"(  'Baghdad '  ,  'Iraq '  ),",,,,
(, 'Dublin ' ,",", 'Ireland ',),"(  'Dublin '  ,  'Ireland ' ),",,,,
(, 'Douglas ' ,",", 'Isle of Man ' ,),"(  'Douglas '  ,  'Isle of Man '  ),",,,,
(, 'Jerusalem ' ,",", 'Israel ' ,),"(  'Jerusalem '  ,  'Israel '  ),",,,,
(, 'Rome ' ,",", 'Italy ' ,),"(  'Rome '  ,  'Italy '  ),",,,,
(, 'Kingston ' ,",", 'Jamaica ' ,),"(  'Kingston '  ,  'Jamaica '  ),",,,,
(,  'Tokyo ' ,",", 'Japan ',),"(   'Tokyo '  ,  'Japan ' ),",,,,
(, 'St. Helier ' ,",", 'Jersey ' ,),"(  'St. Helier '  ,  'Jersey '  ),",,,,
(, 'Amman ' ,",", 'Jordan ' ,),"(  'Amman '  ,  'Jordan '  ),",,,,
(, 'Astana ' ,",", 'Kazakhstan ' ,),"(  'Astana '  ,  'Kazakhstan '  ),",,,,
(, 'Nairobi ' ,",", 'Kenya ' ,),"(  'Nairobi '  ,  'Kenya '  ),",,,,
(, 'Tarawa ' ,",", 'Kiribati ' ,),"(  'Tarawa '  ,  'Kiribati '  ),",,,,
(, 'Pristina ' ,",", 'Kosovo ' ,),"(  'Pristina '  ,  'Kosovo '  ),",,,,
(, 'Kuwait City ' ,",", 'Kuwait ' ,),"(  'Kuwait City '  ,  'Kuwait '  ),",,,,
(, 'Bishkek ' ,",", 'Kyrgyzstan ',),"(  'Bishkek '  ,  'Kyrgyzstan ' ),",,,,
(, 'Vientiane ' ,",", 'Laos ',),"(  'Vientiane '  ,  'Laos ' ),",,,,
(, 'Riga ' ,",", 'Latvia ' ,),"(  'Riga '  ,  'Latvia '  ),",,,,
(, 'Beirut ' ,",", 'Lebanon ' ,),"(  'Beirut '  ,  'Lebanon '  ),",,,,
(, 'Maseru ' ,",", 'Lesotho ' ,),"(  'Maseru '  ,  'Lesotho '  ),",,,,
(, 'Monrovia ' ,",", 'Liberia ' ,),"(  'Monrovia '  ,  'Liberia '  ),",,,,
(,  'Tripoli ',",", 'Libya ' ,),"(   'Tripoli ' ,  'Libya '  ),",,,,
(,  'Vaduz ' ,",", 'Liechtenstein ',),"(   'Vaduz '  ,  'Liechtenstein ' ),",,,,
(,  'Vilnius ' ,",", 'Lithuania ',),"(   'Vilnius '  ,  'Lithuania ' ),",,,,
(,  'Luxembourg ' ,",", 'Luxembourg ',),"(   'Luxembourg '  ,  'Luxembourg ' ),",,,,
(, 'Skopje ' ,",", 'Macedonia ' ,),"(  'Skopje '  ,  'Macedonia '  ),",,,,
(, 'Antananarivo ' ,",", 'Madagascar ' ,),"(  'Antananarivo '  ,  'Madagascar '  ),",,,,
(,  'Lilongwe ' ,",", 'Malawi ',),"(   'Lilongwe '  ,  'Malawi ' ),",,,,
(, 'Kuala Lumpur ' ,",", 'Malaysia ' ,),"(  'Kuala Lumpur '  ,  'Malaysia '  ),",,,,
(, 'Malé ' ,",", 'Maldives ' ,),"(  'Malé '  ,  'Maldives '  ),",,,,
(, 'Bamako ' ,",", 'Mali ' ,),"(  'Bamako '  ,  'Mali '  ),",,,,
(, 'Valletta ' ,",", 'Malta ' ,),"(  'Valletta '  ,  'Malta '  ),",,,,
(, 'Majuro ' ,",", 'Marshall Islands ' ,),"(  'Majuro '  ,  'Marshall Islands '  ),",,,,
(, 'Nouakchott ' ,",", 'Mauritania ' ,),"(  'Nouakchott '  ,  'Mauritania '  ),",,,,
(, 'Port Louis ' ,",", 'Mauritius ' ,),"(  'Port Louis '  ,  'Mauritius '  ),",,,,
(,  'Mexico City ' ,",", 'Mexico ',),"(   'Mexico City '  ,  'Mexico ' ),",,,,
(, 'Chisinau ' ,",", 'Moldova ' ,),"(  'Chisinau '  ,  'Moldova '  ),",,,,
(,  'Monaco ',",", 'Monaco ' ,),"(   'Monaco ' ,  'Monaco '  ),",,,,
(,  'Ulaanbaatar ' ,",", 'Mongolia ',),"(   'Ulaanbaatar '  ,  'Mongolia ' ),",,,,
(, 'Podgorica ' ,",", 'Montenegro ' ,),"(  'Podgorica '  ,  'Montenegro '  ),",,,,
(, 'Plymouth ' ,",", 'Montserrat ' ,),"(  'Plymouth '  ,  'Montserrat '  ),",,,,
(, 'Rabat '  ,",", 'Morocco ' ,),"(  'Rabat '   ,  'Morocco '  ),",,,,
(,  'Maputo ' ,",", 'Mozambique ',),"(   'Maputo '  ,  'Mozambique ' ),",,,,
(, 'Naypyidaw ' ,",", 'Myanmar ' ,),"(  'Naypyidaw '  ,  'Myanmar '  ),",,,,
(,  'Stepanakert ' ,",", 'Nagorno-Karabakh Republic ',),"(   'Stepanakert '  ,  'Nagorno-Karabakh Republic ' ),",,,,
(,  'Windhoek ' ,",", 'Namibia ',),"(   'Windhoek '  ,  'Namibia ' ),",,,,
(, 'Yaren '  ,",", 'Nauru ' ,),"(  'Yaren '   ,  'Nauru '  ),",,,,
(, 'Kathmandu ' ,",", 'Nepal ' ,),"(  'Kathmandu '  ,  'Nepal '  ),",,,,
(, 'Amsterdam ' ,",", 'Netherlands ' ,),"(  'Amsterdam '  ,  'Netherlands '  ),",,,,
(, 'Nouméa ' ,",", 'New Caledonia ' ,),"(  'Nouméa '  ,  'New Caledonia '  ),",,,,
(, 'Wellington ' ,",", 'New Zealand ' ,),"(  'Wellington '  ,  'New Zealand '  ),",,,,
(, 'Managua ' ,",", 'Nicaragua ' ,),"(  'Managua '  ,  'Nicaragua '  ),",,,,
(, 'Niamey ' ,",", 'Niger ' ,),"(  'Niamey '  ,  'Niger '  ),",,,,
(, 'Abuja ' ,",", 'Nigeria ' ,),"(  'Abuja '  ,  'Nigeria '  ),",,,,
(, 'Alofi ' ,",", 'Niue ' ,),"(  'Alofi '  ,  'Niue '  ),",,,,
(, 'Kingston ' ,",", 'Norfolk Island ' ,),"(  'Kingston '  ,  'Norfolk Island '  ),",,,,
(, 'Pyongyang ' ,",", 'North Korea ' ,),"(  'Pyongyang '  ,  'North Korea '  ),",,,,
(, 'Nicosia ',",", 'Northern Cyprus '  ,),"(  'Nicosia ' ,  'Northern Cyprus '   ),",,,,
(, 'Belfast ' ,",", 'United Kingdom Northern Ireland ' ,),"(  'Belfast '  ,  'United Kingdom Northern Ireland '  ),",,,,
(,  'Saipan ' ,",", 'Northern Mariana Islands ',),"(   'Saipan '  ,  'Northern Mariana Islands ' ),",,,,
(, 'Oslo ' ,",", 'Norway ' ,),"(  'Oslo '  ,  'Norway '  ),",,,,
(, 'Muscat ' ,",", 'Oman ' ,),"(  'Muscat '  ,  'Oman '  ),",,,,
(,  'Islamabad ' ,",", 'Pakistan ',),"(   'Islamabad '  ,  'Pakistan ' ),",,,,
(, 'Ngerulmud ' ,",", 'Palau ' ,),"(  'Ngerulmud '  ,  'Palau '  ),",,,,
(, 'Jerusalem ' ,",", 'Palestine ' ,),"(  'Jerusalem '  ,  'Palestine '  ),",,,,
(, 'Panama City ' ,",", 'Panama ' ,),"(  'Panama City '  ,  'Panama '  ),",,,,
(, 'Port Moresby ' ,",", 'Papua New Guinea ' ,),"(  'Port Moresby '  ,  'Papua New Guinea '  ),",,,,
(, 'Asunción ' ,",", 'Paraguay ' ,),"(  'Asunción '  ,  'Paraguay '  ),",,,,
(, 'Lima ' ,",", 'Peru ' ,),"(  'Lima '  ,  'Peru '  ),",,,,
(,  'Manila ' ,",", 'Philippines ',),"(   'Manila '  ,  'Philippines ' ),",,,,
(, 'Adamstown ' ,",", 'Pitcairn Islands ' ,),"(  'Adamstown '  ,  'Pitcairn Islands '  ),",,,,
(, 'Warsaw ' ,",", 'Poland ' ,),"(  'Warsaw '  ,  'Poland '  ),",,,,
(, 'Lisbon ' ,",", 'Portugal ' ,),"(  'Lisbon '  ,  'Portugal '  ),",,,,
(, 'San Juan ' ,",", 'Puerto Rico ' ,),"(  'San Juan '  ,  'Puerto Rico '  ),",,,,
(, 'Doha ' ,",", 'Qatar ' ,),"(  'Doha '  ,  'Qatar '  ),",,,,
(, 'Taipei ' ,",", 'Republic of China (Taiwan) ' ,),"(  'Taipei '  ,  'Republic of China (Taiwan) '  ),",,,,
(, 'Brazzaville ' ,",", 'Republic of the Congo ' ,),"(  'Brazzaville '  ,  'Republic of the Congo '  ),",,,,
(, 'Bucharest ' ,",", 'Romania ' ,),"(  'Bucharest '  ,  'Romania '  ),",,,,
(, 'Moscow ' ,",", 'Russia ' ,),"(  'Moscow '  ,  'Russia '  ),",,,,
(, 'Kigali ' ,",", 'Rwanda ' ,),"(  'Kigali '  ,  'Rwanda '  ),",,,,
(, 'Gustavia ' ,",", 'Saint Barthélemy ' ,),"(  'Gustavia '  ,  'Saint Barthélemy '  ),",,,,
(,  'Jamestown ' ,",", 'Saint Helena ',),"(   'Jamestown '  ,  'Saint Helena ' ),",,,,
(, 'Basseterre ' ,",", 'Saint Kitts and Nevis ' ,),"(  'Basseterre '  ,  'Saint Kitts and Nevis '  ),",,,,
(, 'Castries ' ,",", 'Saint Lucia ' ,),"(  'Castries '  ,  'Saint Lucia '  ),",,,,
(, 'Marigot ' ,",", 'Saint Martin ' ,),"(  'Marigot '  ,  'Saint Martin '  ),",,,,
(, 'St. Pierre ' ,",", 'Saint Pierre and Miquelon ' ,),"(  'St. Pierre '  ,  'Saint Pierre and Miquelon '  ),",,,,
(,  'Kingstown ' ,",", 'Saint Vincent and the Grenadines ',),"(   'Kingstown '  ,  'Saint Vincent and the Grenadines ' ),",,,,
(, 'Apia ' ,",", 'Samoa ' ,),"(  'Apia '  ,  'Samoa '  ),",,,,
(, 'San Marino ' ,",", 'San Marino ' ,),"(  'San Marino '  ,  'San Marino '  ),",,,,
(,  'Riyadh ' ,",", 'Saudi Arabia ',),"(   'Riyadh '  ,  'Saudi Arabia ' ),",,,,
(,  'Edinburgh ' ,",", 'Scotland ',),"(   'Edinburgh '  ,  'Scotland ' ),",,,,
(, 'Dakar ' ,",", 'Senegal ' ,),"(  'Dakar '  ,  'Senegal '  ),",,,,
(,  'Belgrade ' ,",", 'Serbia ',),"(   'Belgrade '  ,  'Serbia ' ),",,,,
(,  'Victoria ' ,",", 'Seychelles ',),"(   'Victoria '  ,  'Seychelles ' ),",,,,
(, 'Freetown ' ,",", 'Sierra Leone ',),"(  'Freetown '  ,  'Sierra Leone ' ),",,,,
(, 'Singapore ',",", 'Singapore '  ,),"(  'Singapore ' ,  'Singapore '   ),",,,,
(, 'Philipsburg ' ,",", 'Sint Maarten ' ,),"(  'Philipsburg '  ,  'Sint Maarten '  ),",,,,
(, 'Bratislava ' ,",", 'Slovakia ' ,),"(  'Bratislava '  ,  'Slovakia '  ),",,,,
(, 'Ljubljana ' ,",", 'Slovenia ' ,),"(  'Ljubljana '  ,  'Slovenia '  ),",,,,
(,  'Honiara ' ,",", 'Solomon Islands ',),"(   'Honiara '  ,  'Solomon Islands ' ),",,,,
(, 'Mogadishu ' ,",", 'Somalia ' ,),"(  'Mogadishu '  ,  'Somalia '  ),",,,,
(, 'Hargeisa '  ,",", 'Somaliland ' ,),"(  'Hargeisa '   ,  'Somaliland '  ),",,,,
(,  'Pretoria ' ,",", 'South Africa ',),"(   'Pretoria '  ,  'South Africa ' ),",,,,
(, 'Grytviken ' ,",", 'South Georgia and the South Sandwich Islands ' ,),"(  'Grytviken '  ,  'South Georgia and the South Sandwich Islands '  ),",,,,
(,  'Seoul ' ,",", 'South Korea ',),"(   'Seoul '  ,  'South Korea ' ),",,,,
(,  'Tskhinvali ' ,",", 'South Ossetia ',),"(   'Tskhinvali '  ,  'South Ossetia ' ),",,,,
(, 'Juba ' ,",", 'South Sudan ' ,),"(  'Juba '  ,  'South Sudan '  ),",,,,
